Name,Description,Managers,Members
T8763,Team Description from T8763,8763,9886974810
T8764,Team Description from T8764,8764,9408507497
T8765,Team Description from T8765,8765,9339902181
T8766,Team Description from T8766,8766,9917600488
T8767,Team Description from T8767,8767,9488703257
T8768,Team Description from T8768,8768,9945376388
T8769,Team Description from T8769,8769,9402380409
T8770,Team Description from T8770,8770,9873897242
T8771,Team Description from T8771,8771,9125293125
T8772,Team Description from T8772,8772,9466469688
T8773,Team Description from T8773,8773,9420199342
T8774,Team Description from T8774,8774,9106066965
T8775,Team Description from T8775,8775,9550621862
T8776,Team Description from T8776,8776,9245982929
T8777,Team Description from T8777,8777,9244616869
T8778,Team Description from T8778,8778,9379635707
T8779,Team Description from T8779,8779,9324553444
T8780,Team Description from T8780,8780,9468706994
T8781,Team Description from T8781,8781,9806992499
T8782,Team Description from T8782,8782,9863606145
T8783,Team Description from T8783,8783,9047496406
T8784,Team Description from T8784,8784,9734829347
T8785,Team Description from T8785,8785,9692176208
T8786,Team Description from T8786,8786,9217297044
T8787,Team Description from T8787,8787,9170272958
T8788,Team Description from T8788,8788,9624191538
T8789,Team Description from T8789,8789,9592452241
T8790,Team Description from T8790,8790,9176820547
T8791,Team Description from T8791,8791,9361321705
T8792,Team Description from T8792,8792,9615625482
T8793,Team Description from T8793,8793,9250494019
T8794,Team Description from T8794,8794,9048366546
T8795,Team Description from T8795,8795,9553582476
T8796,Team Description from T8796,8796,9921749702
T8797,Team Description from T8797,8797,9823096427
T8798,Team Description from T8798,8798,9248870235
T8799,Team Description from T8799,8799,9851762337
T8800,Team Description from T8800,8800,9102870557
T8801,Team Description from T8801,8801,9453019553
T8802,Team Description from T8802,8802,9912678363
T8803,Team Description from T8803,8803,9521520758
T8804,Team Description from T8804,8804,9886328039
T8805,Team Description from T8805,8805,9821851006
T8806,Team Description from T8806,8806,9258994627
T8807,Team Description from T8807,8807,9914973417
T8808,Team Description from T8808,8808,9706750838
T8809,Team Description from T8809,8809,9972440933
T8810,Team Description from T8810,8810,9755307512
T8811,Team Description from T8811,8811,9007484240
T8812,Team Description from T8812,8812,9015682500
T8813,Team Description from T8813,8813,9714550760
T8814,Team Description from T8814,8814,9715942434
T8815,Team Description from T8815,8815,9142817467
T8816,Team Description from T8816,8816,9912052038
T8817,Team Description from T8817,8817,9066684147
T8818,Team Description from T8818,8818,9219856700
T8819,Team Description from T8819,8819,9611979092
T8820,Team Description from T8820,8820,9972941544
T8821,Team Description from T8821,8821,9051503124
T8822,Team Description from T8822,8822,9697163930
T8823,Team Description from T8823,8823,9852021035
T8824,Team Description from T8824,8824,9958481695
T8825,Team Description from T8825,8825,9453605423
T8826,Team Description from T8826,8826,9965713453
T8827,Team Description from T8827,8827,9616950662
T8828,Team Description from T8828,8828,9673568420
T8829,Team Description from T8829,8829,9276629232
T8830,Team Description from T8830,8830,9135359895
T8831,Team Description from T8831,8831,9578906165
T8832,Team Description from T8832,8832,9622711409
T8833,Team Description from T8833,8833,9267673485
T8834,Team Description from T8834,8834,9650711238
T8835,Team Description from T8835,8835,9917073472
T8836,Team Description from T8836,8836,9781554808
T8837,Team Description from T8837,8837,9797339108
T8838,Team Description from T8838,8838,9788242410
T8839,Team Description from T8839,8839,9265421929
T8840,Team Description from T8840,8840,9705913342
T8841,Team Description from T8841,8841,9384290943
T8842,Team Description from T8842,8842,9275605938
T8843,Team Description from T8843,8843,9731451299
T8844,Team Description from T8844,8844,9189853187
T8845,Team Description from T8845,8845,9948006596
T8846,Team Description from T8846,8846,9272808577
T8847,Team Description from T8847,8847,9153147429
T8848,Team Description from T8848,8848,9353556445
T8849,Team Description from T8849,8849,9376110645
T8850,Team Description from T8850,8850,9304420107
T8851,Team Description from T8851,8851,9991600944
T8852,Team Description from T8852,8852,9474357624
T8853,Team Description from T8853,8853,9224733583
T8854,Team Description from T8854,8854,9743996686
T8855,Team Description from T8855,8855,9231445153
T8856,Team Description from T8856,8856,9753282702
T8857,Team Description from T8857,8857,9115419364
T8858,Team Description from T8858,8858,9975022410
T8859,Team Description from T8859,8859,9911111987
T8860,Team Description from T8860,8860,9955997259
T8861,Team Description from T8861,8861,9894193080
T8862,Team Description from T8862,8862,9431023904
T8863,Team Description from T8863,8863,9605069411
T8864,Team Description from T8864,8864,9902827348
T8865,Team Description from T8865,8865,9233543637
T8866,Team Description from T8866,8866,9602583347
T8867,Team Description from T8867,8867,9537652185
T8868,Team Description from T8868,8868,9951444009
T8869,Team Description from T8869,8869,9019453510
T8870,Team Description from T8870,8870,9705781425
T8871,Team Description from T8871,8871,9205176128
T8872,Team Description from T8872,8872,9209283108
T8873,Team Description from T8873,8873,9937188380
T8874,Team Description from T8874,8874,9872340923
T8875,Team Description from T8875,8875,9040028703
T8876,Team Description from T8876,8876,9033218724
T8877,Team Description from T8877,8877,9149580522
T8878,Team Description from T8878,8878,9920174563
T8879,Team Description from T8879,8879,9033545917
T8880,Team Description from T8880,8880,9785131631
T8881,Team Description from T8881,8881,9650586065
T8882,Team Description from T8882,8882,9946361207
T8883,Team Description from T8883,8883,9976170439
T8884,Team Description from T8884,8884,9923395152
T8885,Team Description from T8885,8885,9246784941
T8886,Team Description from T8886,8886,9025103857
T8887,Team Description from T8887,8887,9029841960
T8888,Team Description from T8888,8888,9538199619
T8889,Team Description from T8889,8889,9011847196
T8890,Team Description from T8890,8890,9768218550
T8891,Team Description from T8891,8891,9429893538
T8892,Team Description from T8892,8892,9155796462
T8893,Team Description from T8893,8893,9874578420
T8894,Team Description from T8894,8894,9262895404
T8895,Team Description from T8895,8895,9464854773
T8896,Team Description from T8896,8896,9537248151
T8897,Team Description from T8897,8897,9070328742
T8898,Team Description from T8898,8898,9706003496
T8899,Team Description from T8899,8899,9466655885
T8900,Team Description from T8900,8900,9856153026
T8901,Team Description from T8901,8901,9646747883
T8902,Team Description from T8902,8902,9139091457
T8903,Team Description from T8903,8903,9609054271
T8904,Team Description from T8904,8904,9640473206
T8905,Team Description from T8905,8905,9122023412
T8906,Team Description from T8906,8906,9873809790
T8907,Team Description from T8907,8907,9661504535
T8908,Team Description from T8908,8908,9250023560
T8909,Team Description from T8909,8909,9530533142
T8910,Team Description from T8910,8910,9899725344
T8911,Team Description from T8911,8911,9352306116
T8912,Team Description from T8912,8912,9415462257
T8913,Team Description from T8913,8913,9269223188
T8914,Team Description from T8914,8914,9445487910
T8915,Team Description from T8915,8915,9834395318
T8916,Team Description from T8916,8916,9209850739
T8917,Team Description from T8917,8917,9886842475
T8918,Team Description from T8918,8918,9849578731
T8919,Team Description from T8919,8919,9843162723
T8920,Team Description from T8920,8920,9338628219
T8921,Team Description from T8921,8921,9609698319
T8922,Team Description from T8922,8922,9719686366
T8923,Team Description from T8923,8923,9475740720
T8924,Team Description from T8924,8924,9497022624
T8925,Team Description from T8925,8925,9158726772
T8926,Team Description from T8926,8926,9638133156
T8927,Team Description from T8927,8927,9594087913
T8928,Team Description from T8928,8928,9560433391
T8929,Team Description from T8929,8929,9857287493
T8930,Team Description from T8930,8930,9148939368
T8931,Team Description from T8931,8931,9764317623
T8932,Team Description from T8932,8932,9599213433
T8933,Team Description from T8933,8933,9322142700
T8934,Team Description from T8934,8934,9968328976
T8935,Team Description from T8935,8935,9601497526
T8936,Team Description from T8936,8936,9719662438
T8937,Team Description from T8937,8937,9966396478
T8938,Team Description from T8938,8938,9120105140
T8939,Team Description from T8939,8939,9460954346
T8940,Team Description from T8940,8940,9952988580
T8941,Team Description from T8941,8941,9096835860
T8942,Team Description from T8942,8942,9496149369
T8943,Team Description from T8943,8943,9975594455
T8944,Team Description from T8944,8944,9479941322
T8945,Team Description from T8945,8945,9819706360
T8946,Team Description from T8946,8946,9528289416
T8947,Team Description from T8947,8947,9608371203
T8948,Team Description from T8948,8948,9325794753
T8949,Team Description from T8949,8949,9898154302
T8950,Team Description from T8950,8950,9003967458
T8951,Team Description from T8951,8951,9604162951
T8952,Team Description from T8952,8952,9751207146
T8953,Team Description from T8953,8953,9760078712
T8954,Team Description from T8954,8954,9573346010
T8955,Team Description from T8955,8955,9336542658
T8956,Team Description from T8956,8956,9924277153
T8957,Team Description from T8957,8957,9250028340
T8958,Team Description from T8958,8958,9455651702
T8959,Team Description from T8959,8959,9452408608
T8960,Team Description from T8960,8960,9512585077
T8961,Team Description from T8961,8961,9598887076
T8962,Team Description from T8962,8962,9163823915
T8963,Team Description from T8963,8963,9829088622
T8964,Team Description from T8964,8964,9501977087
T8965,Team Description from T8965,8965,9916882152
T8966,Team Description from T8966,8966,9591243772
T8967,Team Description from T8967,8967,9253797142
T8968,Team Description from T8968,8968,9385806739
T8969,Team Description from T8969,8969,9556257765
T8970,Team Description from T8970,8970,9453636995
T8971,Team Description from T8971,8971,9279970105
T8972,Team Description from T8972,8972,9986747359
T8973,Team Description from T8973,8973,9546282759
T8974,Team Description from T8974,8974,9930068358
T8975,Team Description from T8975,8975,9922417445
T8976,Team Description from T8976,8976,9779014792
T8977,Team Description from T8977,8977,9148005162
T8978,Team Description from T8978,8978,9172012432
T8979,Team Description from T8979,8979,9021901846
T8980,Team Description from T8980,8980,9125638652
T8981,Team Description from T8981,8981,9099750893
T8982,Team Description from T8982,8982,9132779635
T8983,Team Description from T8983,8983,9238412902
T8984,Team Description from T8984,8984,9388898051
T8985,Team Description from T8985,8985,9622638450
T8986,Team Description from T8986,8986,9171289728
T8987,Team Description from T8987,8987,9341671884
T8988,Team Description from T8988,8988,9172766605
T8989,Team Description from T8989,8989,9872800285
T8990,Team Description from T8990,8990,9531376522
T8991,Team Description from T8991,8991,9370122420
T8992,Team Description from T8992,8992,9272977541
T8993,Team Description from T8993,8993,9516927860
T8994,Team Description from T8994,8994,9234335829
T8995,Team Description from T8995,8995,9184502402
T8996,Team Description from T8996,8996,9404946047
